TID,Variable,Value
2011-02,pi_t,0.011689691817215797
2011-03,2020indeks,93.00970873786407
2011-03,INDHOLD,95.8
2011-03,pi^12_t,0.026795284030010746
2011-03,pi_t,0.006302521008403339
2011-04,2020indeks,93.39805825242719
2011-04,INDHOLD,96.2
2011-04,pi^12_t,0.02997858672376874
2011-04,pi_t,0.00417536534446783
2011-05,2020indeks,93.49514563106796
2011-05,INDHOLD,96.3
2011-05,pi^12_t,0.031049250535331696
2011-05,pi_t,0.0010395010395010118
2011-06,2020indeks,93.3009708737864
2011-06,INDHOLD,96.1
2011-06,pi^12_t,0.03001071811361178
2011-06,pi_t,-0.0020768431983385627
2011-07,2020indeks,93.20388349514563
2011-07,INDHOLD,96.0
2011-07,pi^12_t,0.030042918454935563
2011-07,pi_t,-0.0010405827263265666
2011-08,2020indeks,93.20388349514563
2011-08,INDHOLD,96.0
2011-08,pi^12_t,0.025641025641025772
2011-08,pi_t,0.0
2011-09,2020indeks,93.49514563106796
2011-09,INDHOLD,96.3
2011-09,pi^12_t,0.02555910543130957
2011-09,pi_t,0.0031249999999998224
2011-10,2020indeks,93.59223300970875
2011-10,INDHOLD,96.4
2011-10,pi^12_t,0.02771855010660995
2011-10,pi_t,0.0010384215991694479
2011-11,2020indeks,93.49514563106796
2011-11,INDHOLD,96.3
2011-11,pi^12_t,0.02555910543130957
2011-11,pi_t,-0.0010373443983404673
2011-12,2020indeks,93.49514563106796
2011-12,INDHOLD,96.3
2011-12,pi^12_t,0.024468085106382764
2011-12,pi_t,0.0
2012-01,2020indeks,93.88349514563107
2012-01,INDHOLD,96.7
2012-01,pi^12_t,0.027630180658873682
2012-01,pi_t,0.004153686396677125
2012-02,2020indeks,94.9514563106796
2012-02,INDHOLD,97.8
2012-02,pi^12_t,0.027310924369747802
2012-02,pi_t,0.011375387797311065
2012-03,2020indeks,95.43689320388349
2012-03,INDHOLD,98.3
2012-03,pi^12_t,0.02609603340292277
2012-03,pi_t,0.005112474437627856
2012-04,2020indeks,95.43689320388349
2012-04,INDHOLD,98.3
2012-04,pi^12_t,0.021829521829521692
2012-04,pi_t,0.0
2012-05,2020indeks,95.53398058252428
2012-05,INDHOLD,98.4
2012-05,pi^12_t,0.02180685358255463
2012-05,pi_t,0.0010172939979655737
2012-06,2020indeks,95.33980582524272
2012-06,INDHOLD,98.2
2012-06,pi^12_t,0.021852237252861784
2012-06,pi_t,-0.002032520325203291
2012-07,2020indeks,95.33980582524272
2012-07,INDHOLD,98.2
2012-07,pi^12_t,0.022916666666666696
2012-07,pi_t,0.0
2012-08,2020indeks,95.63106796116504
2012-08,INDHOLD,98.5
2012-08,pi^12_t,0.02604166666666652
2012-08,pi_t,0.003054989816700493
2012-09,2020indeks,95.8252427184466
2012-09,INDHOLD,98.7
2012-09,pi^12_t,0.024922118380062308
2012-09,pi_t,0.0020304568527920175
2012-10,2020indeks,95.8252427184466
2012-10,INDHOLD,98.7
2012-10,pi^12_t,0.02385892116182564
2012-10,pi_t,0.0
2012-11,2020indeks,95.63106796116504
2012-11,INDHOLD,98.5
2012-11,pi^12_t,0.022845275181723856
2012-11,pi_t,-0.0020263424518743856
2012-12,2020indeks,95.43689320388349
2012-12,INDHOLD,98.3
2012-12,pi^12_t,0.020768431983385183
2012-12,pi_t,-0.0020304568527919065
2013-01,2020indeks,95.0485436893204
2013-01,INDHOLD,97.9
2013-01,pi^12_t,0.012409513960703222
2013-01,pi_t,-0.004069175991861407
2013-02,2020indeks,96.11650485436894
2013-02,INDHOLD,99.0
2013-02,pi^12_t,0.0122699386503069
2013-02,pi_t,0.011235955056179803
2013-03,2020indeks,96.40776699029125
2013-03,INDHOLD,99.3
2013-03,pi^12_t,0.010172939979654183
2013-03,pi_t,0.0030303030303027167
2013-04,2020indeks,96.2135922330097
2013-04,INDHOLD,99.1
2013-04,pi^12_t,0.008138351983723258
2013-04,pi_t,-0.002014098690835797
2013-05,2020indeks,96.31067961165049
2013-05,INDHOLD,99.2
2013-05,pi^12_t,0.008130081300812941
2013-05,pi_t,0.0010090817356205317
2013-06,2020indeks,96.2135922330097
2013-06,INDHOLD,99.1
2013-06,pi^12_t,0.009164969450101701
2013-06,pi_t,-0.0010080645161291146
2013-07,2020indeks,95.92233009708737
2013-07,INDHOLD,98.8
2013-07,pi^12_t,0.006109979633400986
2013-07,pi_t,-0.003027245206861817
2013-08,2020indeks,96.01941747572816
2013-08,INDHOLD,98.9
2013-08,pi^12_t,0.004060913705583813
2013-08,pi_t,0.0010121457489880026
2013-09,2020indeks,96.31067961165049
2013-09,INDHOLD,99.2
2013-09,pi^12_t,0.005065856129685908
2013-09,pi_t,0.0030333670374114163
2013-10,2020indeks,96.40776699029125
2013-10,INDHOLD,99.3
2013-10,pi^12_t,0.006079027355623046
2013-10,pi_t,0.0010080645161290036
2013-11,2020indeks,96.2135922330097
2013-11,INDHOLD,99.1
2013-11,pi^12_t,0.006091370558375608
2013-11,pi_t,-0.002014098690835797
2013-12,2020indeks,96.11650485436894
2013-12,INDHOLD,99.0
2013-12,pi^12_t,0.007121057985758128
2013-12,pi_t,-0.0010090817356204207
2014-01,2020indeks,96.01941747572816
2014-01,INDHOLD,98.9
2014-01,pi^12_t,0.010214504596526952
2014-01,pi_t,-0.0010101010101010166
2014-02,2020indeks,96.60194174757282
2014-02,INDHOLD,99.5
2014-02,pi^12_t,0.005050505050504972
2014-02,pi_t,0.006066734074823055
2014-03,2020indeks,96.69902912621359
2014-03,INDHOLD,99.6
2014-03,pi^12_t,0.0030211480362538623
2014-03,pi_t,0.0010050251256279452
2014-04,2020indeks,96.89320388349513
2014-04,INDHOLD,99.8
2014-04,pi^12_t,0.007063572149343944
2014-04,pi_t,0.002008032128513859
2014-05,2020indeks,96.79611650485437
2014-05,INDHOLD,99.7
2014-05,pi^12_t,0.00504032258064524
2014-05,pi_t,-0.0010020040080158665
2014-06,2020indeks,96.79611650485437
2014-06,INDHOLD,99.7
2014-06,pi^12_t,0.006054490413723634
2014-06,pi_t,0.0
2014-07,2020indeks,96.60194174757282
2014-07,INDHOLD,99.5
2014-07,pi^12_t,0.00708502024291513
2014-07,pi_t,-0.0020060180541623396
2014-08,2020indeks,96.50485436893204
2014-08,INDHOLD,99.4
2014-08,pi^12_t,0.005055611729019249
2014-08,pi_t,-0.0010050251256281673
2014-09,2020indeks,96.79611650485437
2014-09,INDHOLD,99.7
2014-09,pi^12_t,0.00504032258064524
2014-09,pi_t,0.003018108651911433
2014-10,2020indeks,96.89320388349513
2014-10,INDHOLD,99.8
2014-10,pi^12_t,0.0050352467270895485
2014-10,pi_t,0.0010030090270811698
2014-11,2020indeks,96.69902912621359
2014-11,INDHOLD,99.6
2014-11,pi^12_t,0.005045408678102881
2014-11,pi_t,-0.002004008016031955
2014-12,2020indeks,96.50485436893204
2014-12,INDHOLD,99.4
2014-12,pi^12_t,0.004040404040404066
2014-12,pi_t,-0.00200803212851397
2015-01,2020indeks,95.92233009708737
2015-01,INDHOLD,98.8
2015-01,pi^12_t,-0.0010111223458040275
2015-01,pi_t,-0.006036217303823088
2015-02,2020indeks,96.89320388349513
2015-02,INDHOLD,99.8
2015-02,pi^12_t,0.0030150753768842797
2015-02,pi_t,0.010121457489878471
2015-03,2020indeks,97.28155339805825
2015-03,INDHOLD,100.2
2015-03,pi^12_t,0.006024096385542244
2015-03,pi_t,0.004008016032064132
2015-04,2020indeks,97.37864077669902
2015-04,INDHOLD,100.3
2015-04,pi^12_t,0.005010020040080221
2015-04,pi_t,0.0009980039920158834
2015-05,2020indeks,97.47572815533981
2015-05,INDHOLD,100.4
2015-05,pi^12_t,0.007021063189568855
2015-05,pi_t,0.0009970089730808596
2015-06,2020indeks,97.37864077669902
2015-06,INDHOLD,100.3
2015-06,pi^12_t,0.006018054162487241
2015-06,pi_t,-0.0009960159362552012
2015-07,2020indeks,97.28155339805825
2015-07,INDHOLD,100.2
2015-07,pi^12_t,0.007035175879396949
2015-07,pi_t,-0.0009970089730806375
2015-08,2020indeks,97.0873786407767
2015-08,INDHOLD,100.0
2015-08,pi^12_t,0.006036217303822866
2015-08,pi_t,-0.001996007984031878
2015-09,2020indeks,97.28155339805825
2015-09,INDHOLD,100.2
2015-09,pi^12_t,0.005015045135406293
2015-09,pi_t,0.0020000000000000018
2015-10,2020indeks,97.18446601941747
2015-10,INDHOLD,100.1
2015-10,pi^12_t,0.0030060120240482657
2015-10,pi_t,-0.0009980039920159944
2015-11,2020indeks,96.99029126213593
2015-11,INDHOLD,99.9
2015-11,pi^12_t,0.003012048192771122
2015-11,pi_t,-0.0019980019980019303
2015-12,2020indeks,96.89320388349513
2015-12,INDHOLD,99.8
2015-12,pi^12_t,0.004024144869215096
2015-12,pi_t,-0.0010010010010012005
2016-01,2020indeks,96.50485436893204
2016-01,INDHOLD,99.4
2016-01,pi^12_t,0.006072874493927349
2016-01,pi_t,-0.00400801603206391
2016-02,2020indeks,97.18446601941747
2016-02,INDHOLD,100.1
2016-02,pi^12_t,0.0030060120240482657
2016-02,pi_t,0.007042253521126751
2016-03,2020indeks,97.28155339805825
2016-03,INDHOLD,100.2
2016-03,pi^12_t,0.0
2016-03,pi_t,0.0009990009990010762
2016-04,2020indeks,97.37864077669902
2016-04,INDHOLD,100.3
2016-04,pi^12_t,0.0
2016-04,pi_t,0.0009980039920158834
2016-05,2020indeks,97.57281553398059
2016-05,INDHOLD,100.5
2016-05,pi^12_t,0.0009960159362549792
2016-05,pi_t,0.001994017946161719
2016-06,2020indeks,97.66990291262135
2016-06,INDHOLD,100.6
2016-06,pi^12_t,0.0029910269192423566
2016-06,pi_t,0.0009950248756218638
2016-07,2020indeks,97.57281553398059
2016-07,INDHOLD,100.5
2016-07,pi^12_t,0.0029940119760480943
2016-07,pi_t,-0.0009940357852881165
2016-08,2020indeks,97.28155339805825
2016-08,INDHOLD,100.2
2016-08,pi^12_t,0.0020000000000000018
2016-08,pi_t,-0.0029850746268657025
2016-09,2020indeks,97.28155339805825
2016-09,INDHOLD,100.2
2016-09,pi^12_t,0.0
2016-09,pi_t,0.0
2016-10,2020indeks,97.47572815533981
2016-10,INDHOLD,100.4
2016-10,pi^12_t,0.0029970029970030065
2016-10,pi_t,0.001996007984031989
2016-11,2020indeks,97.37864077669902
2016-11,INDHOLD,100.3
2016-11,pi^12_t,0.004004004004003914
2016-11,pi_t,-0.0009960159362552012
2016-12,2020indeks,97.37864077669902
2016-12,INDHOLD,100.3
2016-12,pi^12_t,0.005010020040080221
2016-12,pi_t,0.0
2017-01,2020indeks,97.37864077669902
2017-01,INDHOLD,100.3
2017-01,pi^12_t,0.0090543259557343
2017-01,pi_t,0.0
2017-02,2020indeks,98.15533980582524
2017-02,INDHOLD,101.1
2017-02,pi^12_t,0.009990009990009874
2017-02,pi_t,0.00797607178464621
2017-03,2020indeks,98.25242718446601
2017-03,INDHOLD,101.2
2017-03,pi^12_t,0.009980039920159722
2017-03,pi_t,0.0009891196834816984
2017-04,2020indeks,98.44660194174757
2017-04,INDHOLD,101.4
2017-04,pi^12_t,0.010967098703888567
2017-04,pi_t,0.0019762845849802257
2017-05,2020indeks,98.3495145631068
2017-05,INDHOLD,101.3
2017-05,pi^12_t,0.007960199004975133
2017-05,pi_t,-0.0009861932938856066
2017-06,2020indeks,98.25242718446601
2017-06,INDHOLD,101.2
2017-06,pi^12_t,0.005964214711729587
2017-06,pi_t,-0.000987166831194486
2017-07,2020indeks,99.02912621359224
2017-07,INDHOLD,102.0
2017-07,pi^12_t,0.014925373134328401
2017-07,pi_t,0.007905138339921125
2017-08,2020indeks,98.7378640776699
2017-08,INDHOLD,101.7
2017-08,pi^12_t,0.014970059880239583
2017-08,pi_t,-0.002941176470588336
2017-09,2020indeks,98.83495145631068
2017-09,INDHOLD,101.8
2017-09,pi^12_t,0.015968063872255467
2017-09,pi_t,0.000983284169124854
2017-10,2020indeks,98.93203883495147
2017-10,INDHOLD,101.9
2017-10,pi^12_t,0.01494023904382491
2017-10,pi_t,0.0009823182711199419
2017-11,2020indeks,98.64077669902912
2017-11,INDHOLD,101.6
2017-11,pi^12_t,0.012961116650049842
2017-11,pi_t,-0.0029440628066734753
2017-12,2020indeks,98.3495145631068
2017-12,INDHOLD,101.3
2017-12,pi^12_t,0.009970089730807707
2017-12,pi_t,-0.0029527559055116948
2018-01,2020indeks,98.05825242718447
2018-01,INDHOLD,101.0
2018-01,pi^12_t,0.006979062811565573
2018-01,pi_t,-0.0029615004935833467
2018-02,2020indeks,98.7378640776699
2018-02,INDHOLD,101.7
2018-02,pi^12_t,0.005934718100890191
2018-02,pi_t,0.006930693069306937
2018-03,2020indeks,98.7378640776699
2018-03,INDHOLD,101.7
2018-03,pi^12_t,0.004940711462450675
2018-03,pi_t,0.0
2018-04,2020indeks,99.22330097087378
2018-04,INDHOLD,102.2
2018-04,pi^12_t,0.007889546351084631
2018-04,pi_t,0.00491642084562427
2018-05,2020indeks,99.41747572815535
2018-05,INDHOLD,102.4
2018-05,pi^12_t,0.010858835143139345
2018-05,pi_t,0.001956947162426781
2018-06,2020indeks,99.32038834951456
2018-06,INDHOLD,102.3
2018-06,pi^12_t,0.010869565217391353
2018-06,pi_t,-0.000976562500000222
2018-07,2020indeks,100.09708737864078
2018-07,INDHOLD,103.1
2018-07,pi^12_t,0.010784313725490158
2018-07,pi_t,0.00782013685239491
2018-08,2020indeks,99.70873786407766
2018-08,INDHOLD,102.7
2018-08,pi^12_t,0.009832841691248762
2018-08,pi_t,-0.0038797284190107417
2018-09,2020indeks,99.41747572815535
2018-09,INDHOLD,102.4
2018-09,pi^12_t,0.005893909626719207
2018-09,pi_t,-0.0029211295034077267
2018-10,2020indeks,99.70873786407766
2018-10,INDHOLD,102.7
2018-10,pi^12_t,0.007850834151128305
2018-10,pi_t,0.002929687499999778
2018-11,2020indeks,99.41747572815535
2018-11,INDHOLD,102.4
2018-11,pi^12_t,0.007874015748031704
2018-11,pi_t,-0.0029211295034077267
2018-12,2020indeks,99.126213592233
2018-12,INDHOLD,102.1
2018-12,pi^12_t,0.007897334649555665
2018-12,pi_t,-0.002929687500000222
2019-01,2020indeks,99.32038834951456
2019-01,INDHOLD,102.3
2019-01,pi^12_t,0.012871287128712883
2019-01,pi_t,0.0019588638589618235
2019-02,2020indeks,99.80582524271846
2019-02,INDHOLD,102.8
2019-02,pi^12_t,0.010816125860373837
2019-02,pi_t,0.004887585532747041
2019-03,2020indeks,99.90291262135923
2019-03,INDHOLD,102.9
2019-03,pi^12_t,0.011799410029498691
2019-03,pi_t,0.0009727626459143934
2019-04,2020indeks,100.19417475728156
2019-04,INDHOLD,103.2
2019-04,pi^12_t,0.009784735812133238
2019-04,pi_t,0.002915451895043608
2019-05,2020indeks,100.09708737864078
2019-05,INDHOLD,103.1
2019-05,pi^12_t,0.0068359375
2019-05,pi_t,-0.0009689922480620172
2019-06,2020indeks,99.90291262135923
2019-06,INDHOLD,102.9
2019-06,pi^12_t,0.0058651026392964045
2019-06,pi_t,-0.0019398642095052043
2019-07,2020indeks,100.48543689320388
2019-07,INDHOLD,103.5
2019-07,pi^12_t,0.0038797284190106307
2019-07,pi_t,0.005830903790087438
2019-08,2020indeks,100.09708737864078
2019-08,INDHOLD,103.1
2019-08,pi^12_t,0.003894839337877487
2019-08,pi_t,-0.0038647342995168366
2019-09,2020indeks,99.90291262135923
2019-09,INDHOLD,102.9
2019-09,pi^12_t,0.0048828125
2019-09,pi_t,-0.0019398642095052043
2019-10,2020indeks,100.29126213592232
2019-10,INDHOLD,103.3
2019-10,pi^12_t,0.0058422590068158975
2019-10,pi_t,0.0038872691933915515
2019-11,2020indeks,100.09708737864078
2019-11,INDHOLD,103.1
2019-11,pi^12_t,0.0068359375
2019-11,pi_t,-0.0019361084220715918
2019-12,2020indeks,99.90291262135923
2019-12,INDHOLD,102.9
2019-12,pi^12_t,0.007835455435847516
2019-12,pi_t,-0.0019398642095052043
2020-01,2020indeks,100.0
2020-01,INDHOLD,103.0
2020-01,pi^12_t,0.006842619745845546
2020-01,pi_t,0.0009718172983477213
2020-02,2020indeks,100.58252427184466
2020-02,INDHOLD,103.6
2020-02,pi^12_t,0.0077821011673151474
2020-02,pi_t,0.005825242718446644
2020-03,2020indeks,100.29126213592232
2020-03,INDHOLD,103.3
2020-03,pi^12_t,0.0038872691933915515
2020-03,pi_t,-0.0028957528957529455
2020-04,2020indeks,100.19417475728156
2020-04,INDHOLD,103.2
2020-04,pi^12_t,0.0
2020-04,pi_t,-0.0009680542110357404
2020-05,2020indeks,100.09708737864078
2020-05,INDHOLD,103.1
2020-05,pi^12_t,0.0
2020-05,pi_t,-0.0009689922480620172
2020-06,2020indeks,100.19417475728156
2020-06,INDHOLD,103.2
2020-06,pi^12_t,0.002915451895043608
2020-06,pi_t,0.0009699321047527132
2020-07,2020indeks,100.97087378640776
2020-07,INDHOLD,104.0
2020-07,pi^12_t,0.004830917874396157
2020-07,pi_t,0.007751937984496138
2020-08,2020indeks,100.58252427184466
2020-08,INDHOLD,103.6
2020-08,pi^12_t,0.004849660523763344
2020-08,pi_t,-0.0038461538461538325
2020-09,2020indeks,100.48543689320388
2020-09,INDHOLD,103.5
2020-09,pi^12_t,0.005830903790087438
2020-09,pi_t,-0.0009652509652510188
2020-10,2020indeks,100.67961165048544
2020-10,INDHOLD,103.7
2020-10,pi^12_t,0.0038722168441434057
2020-10,pi_t,0.0019323671497584183
2020-11,2020indeks,100.58252427184466
2020-11,INDHOLD,103.6
2020-11,pi^12_t,0.004849660523763344
2020-11,pi_t,-0.0009643201542912649
2020-12,2020indeks,100.3883495145631
2020-12,INDHOLD,103.4
2020-12,pi^12_t,0.004859086491739495
2020-12,pi_t,-0.0019305019305020377
2021-01,2020indeks,100.58252427184466
2021-01,INDHOLD,103.6
2021-01,pi^12_t,0.005825242718446644
2021-01,pi_t,0.0019342359767893225
2021-02,2020indeks,101.16504854368932
2021-02,INDHOLD,104.2
2021-02,pi^12_t,0.005791505791505891
2021-02,pi_t,0.005791505791505891
2021-03,2020indeks,101.26213592233009
2021-03,INDHOLD,104.3
2021-03,pi^12_t,0.00968054211035807
2021-03,pi_t,0.0009596928982724684
2021-04,2020indeks,101.6504854368932
2021-04,INDHOLD,104.7
2021-04,pi^12_t,0.014534883720930258
2021-04,pi_t,0.003835091083413289
2021-05,2020indeks,101.84466019417475
2021-05,INDHOLD,104.9
2021-05,pi^12_t,0.01745877788554795
2021-05,pi_t,0.0019102196752625034
2021-06,2020indeks,101.94174757281553
2021-06,INDHOLD,105.0
2021-06,pi^12_t,0.017441860465116088
2021-06,pi_t,0.0009532888465204614
2021-07,2020indeks,102.62135922330098
2021-07,INDHOLD,105.7
2021-07,pi^12_t,0.01634615384615401
2021-07,pi_t,0.006666666666666821
2021-08,2020indeks,102.42718446601941
2021-08,INDHOLD,105.5
2021-08,pi^12_t,0.01833976833976836
2021-08,pi_t,-0.0018921475875119942
2021-09,2020indeks,102.71844660194174
2021-09,INDHOLD,105.8
2021-09,pi^12_t,0.022222222222222143
2021-09,pi_t,0.0028436018957345155
2021-10,2020indeks,103.6893203883495
2021-10,INDHOLD,106.8
2021-10,pi^12_t,0.02989392478302788
2021-10,pi_t,0.00945179584120992
2021-11,2020indeks,103.98058252427185
2021-11,INDHOLD,107.1
2021-11,pi^12_t,0.03378378378378377
2021-11,pi_t,0.0028089887640452282
2021-12,2020indeks,103.49514563106797
2021-12,INDHOLD,106.6
2021-12,pi^12_t,0.030947775628626717
2021-12,pi_t,-0.00466853408029877
2022-01,2020indeks,104.95145631067962
2022-01,INDHOLD,108.1
2022-01,pi^12_t,0.043436293436293516
2022-01,pi_t,0.014071294559099501
2022-02,2020indeks,106.01941747572816
2022-02,INDHOLD,109.2
2022-02,pi^12_t,0.04798464491362764
2022-02,pi_t,0.010175763182238562
2022-03,2020indeks,106.6990291262136
2022-03,INDHOLD,109.9
2022-03,pi^12_t,0.05369127516778538
2022-03,pi_t,0.0064102564102563875
2022-04,2020indeks,108.44660194174757
2022-04,INDHOLD,111.7
2022-04,pi^12_t,0.06685768863419295
2022-04,pi_t,0.016378525932665866
2022-05,2020indeks,109.41747572815534
2022-05,INDHOLD,112.7
2022-05,pi^12_t,0.07435653002859866
2022-05,pi_t,0.00895255147717089
2022-06,2020indeks,110.29126213592232
2022-06,INDHOLD,113.6
2022-06,pi^12_t,0.08190476190476192
2022-06,pi_t,0.007985803016858917
2022-07,2020indeks,111.55339805825244
2022-07,INDHOLD,114.9
2022-07,pi^12_t,0.08703878902554396
2022-07,pi_t,0.01144366197183122
2022-08,2020indeks,111.55339805825244
2022-08,INDHOLD,114.9
2022-08,pi^12_t,0.08909952606635096
2022-08,pi_t,0.0
2022-09,2020indeks,113.00970873786409
2022-09,INDHOLD,116.4
2022-09,pi^12_t,0.10018903591682449
2022-09,pi_t,0.01305483028720622
2022-10,2020indeks,114.1747572815534
2022-10,INDHOLD,117.6
2022-10,pi^12_t,0.10112359550561822
2022-10,pi_t,0.010309278350515427
2022-11,2020indeks,113.20388349514563
2022-11,INDHOLD,116.6
2022-11,pi^12_t,0.08870214752567684
2022-11,pi_t,-0.008503401360544172
2022-12,2020indeks,112.5242718446602
2022-12,INDHOLD,115.9
2022-12,pi^12_t,0.08724202626641642
2022-12,pi_t,-0.006003430531732357
2023-01,2020indeks,113.00970873786409
2023-01,INDHOLD,116.4
2023-01,pi^12_t,0.07678075855689181
2023-01,pi_t,0.004314063848144922
2023-02,2020indeks,114.07766990291262
2023-02,INDHOLD,117.5
2023-02,pi^12_t,0.07600732600732596
2023-02,pi_t,0.009450171821305808
2023-03,2020indeks,113.88349514563107
2023-03,INDHOLD,117.3
2023-03,pi^12_t,0.06733393994540493
2023-03,pi_t,-0.0017021276595743373
2023-04,2020indeks,114.1747572815534
2023-04,INDHOLD,117.6
2023-04,pi^12_t,0.05282005371530896
2023-04,pi_t,0.002557544757033181
2023-05,2020indeks,112.62135922330097
2023-05,INDHOLD,116.0
2023-05,pi^12_t,0.02928127772848277
2023-05,pi_t,-0.013605442176870763
2023-06,2020indeks,113.00970873786409
2023-06,INDHOLD,116.4
2023-06,pi^12_t,0.02464788732394374
2023-06,pi_t,0.0034482758620690834
2023-07,2020indeks,115.04854368932038
2023-07,INDHOLD,118.5
2023-07,pi^12_t,0.03133159268929475
2023-07,pi_t,0.018041237113401998
2023-08,2020indeks,114.27184466019418
2023-08,INDHOLD,117.7
2023-08,pi^12_t,0.024369016536118338
2023-08,pi_t,-0.006751054852320637
2023-09,2020indeks,113.98058252427185
2023-09,INDHOLD,117.4
2023-09,pi^12_t,0.00859106529209619
2023-09,pi_t,-0.002548853016142716
2023-10,2020indeks,114.27184466019418
2023-10,INDHOLD,117.7
2023-10,pi^12_t,0.0008503401360544505
2023-10,pi_t,0.0025553662691650825
2023-11,2020indeks,113.88349514563107
2023-11,INDHOLD,117.3
2023-11,pi^12_t,0.006003430531732468
2023-11,pi_t,-0.003398470688190325
2023-12,2020indeks,113.30097087378641
2023-12,INDHOLD,116.7
2023-12,pi^12_t,0.00690250215703192
2023-12,pi_t,-0.005115089514066473
2024-01,2020indeks,114.36893203883496
2024-01,INDHOLD,117.8
2024-01,pi^12_t,0.012027491408934665
2024-01,pi_t,0.009425878320479919
2024-02,2020indeks,114.95145631067962
2024-02,INDHOLD,118.4
2024-02,pi^12_t,0.007659574468085184
2024-02,pi_t,0.005093378607809784
2024-03,2020indeks,114.95145631067962
2024-03,INDHOLD,118.4
2024-03,pi^12_t,0.009377664109121886
2024-03,pi_t,0.0
2024-04,2020indeks,115.04854368932038
2024-04,INDHOLD,118.5
2024-04,pi^12_t,0.007653061224489832
2024-04,pi_t,0.0008445945945945166
2024-05,2020indeks,115.04854368932038
2024-05,INDHOLD,118.5
2024-05,pi^12_t,0.02155172413793105
2024-05,pi_t,0.0
2024-06,2020indeks,115.04854368932038
2024-06,INDHOLD,118.5
2024-06,pi^12_t,0.018041237113401998
2024-06,pi_t,0.0
2024-07,2020indeks,116.31067961165049
2024-07,INDHOLD,119.8
2024-07,pi^12_t,0.01097046413502123
2024-07,pi_t,0.01097046413502123
2024-08,2020indeks,115.8252427184466
2024-08,INDHOLD,119.3
2024-08,pi^12_t,0.0135938827527613
2024-08,pi_t,-0.004173622704507496
2024-09,2020indeks,115.4368932038835
2024-09,INDHOLD,118.9
2024-09,pi^12_t,0.0127768313458263
2024-09,pi_t,-0.003352891869237151
2024-10,2020indeks,116.11650485436893
2024-10,INDHOLD,119.6
2024-10,pi^12_t,0.016142735768903904
2024-10,pi_t,0.005887300252312766
2024-11,2020indeks,115.72815533980582
2024-11,INDHOLD,119.2
2024-11,pi^12_t,0.01619778346121059
2024-11,pi_t,-0.0033444816053511683
2024-12,2020indeks,115.4368932038835
2024-12,INDHOLD,118.9
2024-12,pi^12_t,0.018851756640959838
2024-12,pi_t,-0.00251677852348986
2025-01,2020indeks,116.11650485436893
2025-01,INDHOLD,119.6
2025-01,pi^12_t,0.015280135823429353
2025-01,pi_t,0.005887300252312766
2025-02,2020indeks,117.28155339805826
2025-02,INDHOLD,120.8
2025-02,pi^12_t,0.020270270270270396
2025-02,pi_t,0.010033444816053727
2025-03,2020indeks,116.69902912621359
2025-03,INDHOLD,120.2
2025-03,pi^12_t,0.01520270270270263
2025-03,pi_t,-0.004966887417218624
2025-04,2020indeks,116.79611650485438
2025-04,INDHOLD,120.3
2025-04,pi^12_t,0.0151898734177216
2025-04,pi_t,0.0008319467554078752
2025-05,2020indeks,116.89320388349516
2025-05,INDHOLD,120.4
2025-05,pi^12_t,0.016033755274261763
2025-05,pi_t,0.0008312551953451042
2025-06,2020indeks,117.18446601941747
2025-06,INDHOLD,120.7
2025-06,pi^12_t,0.018565400843881807
2025-06,pi_t,0.002491694352159346
2025-07,2020indeks,118.93203883495144
2025-07,INDHOLD,122.5
2025-07,pi^12_t,0.022537562604340478
2025-07,pi_t,0.01491300745650359
2025-08,2020indeks,118.15533980582525
2025-08,INDHOLD,121.7
2025-08,pi^12_t,0.02011735121542335
2025-08,pi_t,-0.0065306122448978154
2025-09,2020indeks,118.05825242718446
2025-09,INDHOLD,121.6
2025-09,pi^12_t,0.022708158116063748
2025-09,pi_t,-0.0008216926869352159
